SEED: 5987 REWARD: 10 SUCCESS @ EP:  2703
SEED: 7544 REWARD: 20 SUCCESS @ EP:  2749
SEED: 9086 REWARD: 5 SUCCESS @ EP:  3052
SEED: 5987 REWARD: 1 SUCCESS @ EP:  3750
SEED: 7544 REWARD: 5 SUCCESS @ EP:  2724
SEED: 9086 REWARD: 20 SUCCESS @ EP:  2730
SEED: 7544 REWARD: 10 SUCCESS @ EP:  2758
SEED: 9086 REWARD: 1 SUCCESS @ EP:  3823
SEED: 5987 REWARD: 5 SUCCESS @ EP:  2918
SEED: 9086 REWARD: 10 SUCCESS @ EP:  2830
SEED: 862 REWARD: 5 SUCCESS @ EP:  3882
SEED: 7285 REWARD: 10 SUCCESS @ EP:  3458
SEED: 9086 REWARD: 50 SUCCESS @ EP:  3479
SEED: 9588 REWARD: 20 SUCCESS @ EP:  3231
SEED: 9213 REWARD: 1 SUCCESS @ EP:  4528
SEED: 334 REWARD: 10 SUCCESS @ EP:  3352
SEED: 7544 REWARD: 100 SUCCESS @ EP:  3442
SEED: 9086 REWARD: 100 SUCCESS @ EP:  4494
SEED: 5987 REWARD: 20 SUCCESS @ EP:  3237
SEED: 5253 REWARD: 1 FAILURE
SEED: 7285 REWARD: 20 SUCCESS @ EP:  3853
SEED: 394 REWARD: 50 SUCCESS @ EP:  3671
SEED: 3463 REWARD: 20 SUCCESS @ EP:  4172
SEED: 3463 REWARD: 10 SUCCESS @ EP:  3853
SEED: 9588 REWARD: 50 SUCCESS @ EP:  4431
SEED: 5253 REWARD: 20 SUCCESS @ EP:  3677
SEED: 862 REWARD: 50 SUCCESS @ EP:  3865
SEED: 7285 REWARD: 50 SUCCESS @ EP:  4168
SEED: 6529 REWARD: 20 SUCCESS @ EP:  2704
SEED: 334 REWARD: 50 SUCCESS @ EP:  4915
SEED: 334 REWARD: 100 SUCCESS @ EP:  6117
SEED: 862 REWARD: 100 SUCCESS @ EP:  4526
SEED: 334 REWARD: 20 SUCCESS @ EP:  4272
SEED: 7285 REWARD: 100 SUCCESS @ EP:  4813
SEED: 3463 REWARD: 50 SUCCESS @ EP:  4952
SEED: 394 REWARD: 100 SUCCESS @ EP:  4322
SEED: 7561 REWARD: 1 FAILURE
SEED: 9588 REWARD: 100 SUCCESS @ EP:  4874
SEED: 5253 REWARD: 100 SUCCESS @ EP:  4601
SEED: 228 REWARD: 50 SUCCESS @ EP:  4355
SEED: 228 REWARD: 100 SUCCESS @ EP:  5046
SEED: 6529 REWARD: 1 SUCCESS @ EP:  8168
SEED: 3463 REWARD: 100 SUCCESS @ EP:  5654
SEED: 5253 REWARD: 50 SUCCESS @ EP:  4174
SEED: 9588 REWARD: 10 SUCCESS @ EP:  5120
SEED: 6529 REWARD: 50 SUCCESS @ EP:  3506
SEED: 9213 REWARD: 5 SUCCESS @ EP:  5546
SEED: 9213 REWARD: 100 SUCCESS @ EP:  5546
SEED: 3463 REWARD: 5 SUCCESS @ EP:  5200
SEED: 3172 REWARD: 5 SUCCESS @ EP:  2469
SEED: 3172 REWARD: 1 SUCCESS @ EP:  2777
SEED: 3172 REWARD: 50 SUCCESS @ EP:  2981
SEED: 3172 REWARD: 10 SUCCESS @ EP:  2875
SEED: 7544 REWARD: 50 SUCCESS @ EP:  4918
SEED: 3172 REWARD: 20 SUCCESS @ EP:  2912
SEED: 9588 REWARD: 1 SUCCESS @ EP:  8078
SEED: 6529 REWARD: 100 SUCCESS @ EP:  4411
SEED: 7561 REWARD: 20 SUCCESS @ EP:  4150
SEED: 1466 REWARD: 50 SUCCESS @ EP:  3649
SEED: 7561 REWARD: 5 SUCCESS @ EP:  5014
SEED: 1466 REWARD: 10 SUCCESS @ EP:  4021
SEED: 1466 REWARD: 100 SUCCESS @ EP:  4291
SEED: 3172 REWARD: 100 SUCCESS @ EP:  3708
SEED: 741 REWARD: 1 FAILURE
